Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Gaming BattleForteer 406Ti,16.225.000,Rp15.950.000,190919,EK 374JB24,26 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-1--2--1726890879.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-5--2--1726890888.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-2--2--1726890889.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-3--2--1726890889.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-4--2--1726890889.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator B 8G - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,None,PRIME PREMIUM GALATEK 360 BLACK - ARGB Liquid Cooler with LCD Display,None,Antec CX300M RGB BLACK - Mini Tower Gaming Case - 4mm Tempered Glass Side Panel - Free 2Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - Antec Edition,16.320.000,Rp16.090.000,190726,EK CVYBH24,25 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,"['https://assets.enterkomputer.com/frontend/pcready/20-8-24-EK-Theme-Antec-Edition1--2--1724146516.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-8-24-EK-Theme-Antec-Edition5-1724146516.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-8-24-EK-Theme-Antec-Edition3-1724146516.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-8-24-EK-Theme-Antec-Edition4-1724146517.jpg']",Intel Core i5-13400 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,Antec Cuprum Strike 750W - CSK750H Bronze - 80+ Bronze Certified - Semi Modular - 3 Years Warranty,None,Antec Symphony 240 ARGB Liquid Cooler - Mirror ARGB Lighting Pump Head with ARGB PWM Fan,None,Antec NX500M ARGB - Mid-Tower M-ATX Gaming Case - Sleek Design with Massive Air Intake - Tempered Glass Side Panel - Type C 3.2 Ready - FREE 2 PCS 12CM ARGB FANS + 1 PCS 12CM ARGB FANS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz-X TI,16.560.000,Rp16.290.000,190170,EK N351624,26 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,"['', 'https://assets.enterkomputer.com/frontend/pcready/18-7-24-Battle-Moonz-X-TI1-1721631541.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-7-24-Battle-Moonz-X-TI5-1721631556.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-7-24-Battle-Moonz-X-TI2-1721631562.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-7-24-Battle-Moonz-X-TI3-1721631562.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-7-24-Battle-Moonz-X-TI4-1721631568.jpg']",AMD Ryzen 5 5600X 3.7Ghz Up To 4.6Ghz Cache 32MB 65W AM4 [Box] - 6 Core - 100-100000065BOX - with AMD Wraith Stealth Cooler (Garansi Lokal/AMD Indonesia),"ASRock B550 PG Riptide (AM4, AMD Promontory B550, DDR4, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 ICHILL X3 - RGB Lighting - TRIPLE FAN - Garansi 3 Thn,1STPLAYER ARMOUR 650W Gaming PSU - PS-650AR 80+ Gold Certified - 5 Years Warranty Replacement,None,PRIME POLAR 360T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,TP - Link 150 Mbps Wireless N PCI Express Adapter - TL-WN781ND,Antec CX800 RGB ELITE - Mid-Tower Gaming Case - Dual Chamber Design - 4mm Tempered Glass Side Panel - Free 5Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties PRO 406Ti SNOW,16.825.000,Rp16.490.000,191228,EK VMEAY24,22 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/2/78dd3617-f61e-489b-8a8c-bbedd759c690.jpg'],Intel Core i5-14400F 2.5GHz Up To 4.7GHz - Cache 20MB [Box] Socket LGA 1700 - Raptor Lake Refresh Series,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 550W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING PREMIUM CIELO MINI WHITE - mATX Gaming Case - All White Inside - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-EX,16.820.000,Rp16.590.000,190409,EK K9ZYD24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-1-1722249228.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-5-1722249229.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-2-1722249231.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-3-1722249231.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-4-1722249231.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B650M Pro RS (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 EX (1-Click OC) WHITE EDITION - RGB EFFECT - DUAL FAN - Garansi 3 Thn,1STPLAYER ARMOUR 650W Gaming PSU - PS-650AR 80+ Gold Certified - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,LIAN LI LANCOOL 205M MESH SNOW - mATX - Tempered Glass Left Side Panel - FREE 2Pcs 140MM ARGB PWM Fan,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties PLUS iCraft,17.279.000,Rp16.890.000,190169,EK UKFX924,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,"['https://assets.enterkomputer.com/frontend/pcready/13-7-24-Battle-Forties-PLUS-Icraft1-1721632951.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-7-24-Battle-Forties-PLUS-Icraft5-1721632957.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-7-24-Battle-Forties-PLUS-Icraft2-1721632959.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-7-24-Battle-Forties-PLUS-Icraft3-1721632960.jpg', 'https://assets.enterkomputer.com/frontend/pcready/13-7-24-Battle-Forties-PLUS-Icraft4-1721632964.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN iCraft B760M WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,Super Flower LEGION HX 650W - SF-650P14XE(HX) - 80 PLUS GOLD - 7 Years,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,PRIME POLAR 360T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,None,CUBE GAMING COMSEL BLACK - ATX Gaming Case - Front & Left Side Tempered Glass - USB Type C Included - Dust Filter - PSU Cover - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Theme - Maxsun Terminator Edition,17.559.000,Rp17.190.000,190742,EK 5YZ7N24,25 Kg,PC Ready,EK Theme,EK Gaming BattleFreedomz - Theme Series,"['https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Theme-Maxsun-Terminator-Edition-1-1725682177.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Theme-Maxsun-Terminator-Edition-5-1725682178.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Theme-Maxsun-Terminator-Edition-2-1725682178.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Theme-Maxsun-Terminator-Edition-3-1725682178.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Theme-Maxsun-Terminator-Edition-4-1725682179.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,Antec ATOM G650 - 650W 80+ Gold Certified - Semi Modular - 5 Years Warranty Replacement,None,Antec Symphony 360 ARGB WHITE Liquid Cooler - Mirror ARGB Lighting Pump Head with ARGB PWM Fan,None,Antec NX416L WHITE - Mid-Tower Gaming Case - Mesh Front Panel Design - Left Side Glass Door - Type C Ready - Free 2Pcs 16CM ARGB Fans + 1Pcs 12CM ARGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer 406Ti WHITE,17.960.000,Rp17.690.000,191169,EK PVS9J24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-1-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-5-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-2-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-3-1726890959.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-4-1726890959.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B650M Pro RS WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),PRIME AURORALUS 240MM WHITE - ARGB Liquid Cooler with ARGB Luminous Water-Cooled Pipes,None,PRIME R-[CS] WHITE BLACK - ATX - ALUMUNIUM GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-X D4,18.219.000,Rp17.890.000,190642,EK P3FYV24,28 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-1--2--1725704523.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-5--2--1725704538.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-2--2--1725704539.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-3--2--1725704539.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-4--2--1725704539.jpg']",AMD Ryzen 7 5800X 3.8Ghz Up To 4.7Ghz Cache 32MB 105W AM4 [Tray] - 8 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B550M Pro4 (AM4, AMD Promontory B550, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator B 8G - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,Antec Vortex 240 ARGB Liquid Cooler - Suspended Spiral Pump Head Design - 2x Fusion 120 PWM ARGB Fan,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,Antec CONSTELLATION C5 BASIC - Mid-Tower Gaming Case - Stylish Front Panel - Dual Chamber Design - 4mm Tempered Glass Side Panel,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-X,18.805.000,Rp18.490.000,187109,EK D9Z2R23,23 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-1-1722414050.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-5-1722414050.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-2-1722414051.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-3-1722414052.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-4-1722414052.jpg']",AMD Ryzen 5 7600X 4.7Ghz Up To 5.3Ghz Cache 32MB 105W AM5 [Box] - 6 Core - 100-100000593WOF,"MSI PRO B650M-A WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,Super Flower Mega Series 700W - SF-700R12ST - 80 PLUS White - 5 Years,None,PRIME PREMIUM ANIMA 360MM BLACK - ARGB Liquid Cooler with LCD Display Custom,None,Antec CX700 RGB ELITE - Mid-Tower Gaming Case - 4mm Tempered Glass Side Panel - Type-C 3.2 Gen 2 Ready - Free 5Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer V3 406Ti SNOW,18.849.000,Rp18.490.000,191288,EK Q95DX24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/1/ae33c037-b0e7-415a-a6f0-52512a13fe46.jpg'],AMD Ryzen 5 7600X 4.7Ghz Up To 5.3Ghz Cache 32MB 105W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B650M Pro RS WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Antec ATOM G650 - 650W 80+ Gold Certified - Semi Modular - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),PRIME POLAR 360T V2.0 ARGB White Version Liquid Cooler with Rainbow Effect Pump Head,None,Antec DP505 WHITE - Mid-Tower Gaming Case - Mesh Front Panel with X-Shaped Design - 4mm Tempered Glass Side Panel - FREE 3 PCS 12CM ARGB FANS - Type C 3.2 Ready,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleXtream A3,18.940.000,Rp18.690.000,190408,EK RPNPC24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleXtream Series,"['https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-1-1721633330.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-5-1721633342.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-2-1721633350.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-3-1721633357.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-7-24-Battle-Xtream-A3-4-1721633357.jpg']",Intel Core i5-13400F 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN iCraft B760M WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA XPG GAMMIX S70 BLADE 1TB PCIe Gen4x4 - R 7400MB/S W 5500MB/S - AGAMMIXS70B-1T-CS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 TWIN X2 OC WHITE - DUAL FAN - Garansi 3 Thn,Super Flower Leadex III Gold 850W White Edition - SF-850F14HG (WH) - 80 PLUS GOLD - Full Modular - PCIe 5.0 Ready - 10 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,LIAN LI A3-mATX WHITE - Steel Mesh Panels - Stylish Micro-ATX Designed - Minimalist & Enhanced Modularity - USB Type C Included,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz PRO 770XT,19.745.000,Rp19.390.000,191417,EK 1B5KJ24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/28/9e9e1525-1e56-45b3-b611-994f437b33b7.jpg'],AMD Ryzen 5 7600X 4.7Ghz Up To 5.3Ghz Cache 32MB 105W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MSI PRO B650M-A WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 1TB NVME PCIe Gen4x4 - R 5000MB/S W 3200MB/S - ALEG-850L-1000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 7700 XT 12GB GDDR6 Gaming,Antec ATOM G750 - 750W 80+ Gold Certified - Semi Modular - 5 Years Warranty Replacement,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,"be quiet! Shadow Rock LP - Compact Cooling, Significant Quiet",None,PRIME X-[KM] METAL BLACK - mATX PREMIUM GAMING CASE 0.7mm STEEL - LEFT TEMPERED GLASS - MESH FRONT-RIGHT & TOP PANEL,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Creator Alpha 406Ti,19.855.000,Rp19.490.000,190417,EK WA2UF24,25 Kg,PC Ready,EK Multimedia,EK Creator Series,"['https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-1-1725682354.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-5-1725682355.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-2-1725682355.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-3-1725682356.jpg', 'https://assets.enterkomputer.com/frontend/pcready/3-9-24-EK-Creator-Alpha-406Ti-4-1725682356.jpg']",Intel Core i5-13400 2.5GHz Up To 4.6GHz - Cache 20MB [Tray] Socket LGA 1700 - Raptor Lake Series - NEW UNIT - 1 Years Warranty,"ASRock B760 Pro RS WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 8GB GDDR6 ICHILL X3 - RGB Lighting - TRIPLE FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,LIAN LI UNI FAN AL120 V2 BLACK - SINGLE FAN - 12CM ARGB FAN,be quiet! Shadow Rock 3 - Exceptional Cooling and Significant Quiet - 1x Shadow Wings 2 120mm PWM high-speed fan - Impressive Cooling Performance,None,LIAN LI LANCOOL 206 RGB BLACK - Front Fine Mesh Panel - 4.0mm Tempered Glass Left Side Panel - FREE 2Pcs 160MM ARGB PWM Fan - USB Type C Included,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties PRO 406Ti-16G,20.275.000,Rp19.890.000,191179,EK T9VSC24,30 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/1/67de8b3f-e5e3-4963-9164-d1fb913ca469.jpg'],Intel Core i5-14400F 2.5GHz Up To 4.7GHz - Cache 20MB [Box] Socket LGA 1700 - Raptor Lake Refresh Series,"MAXSUN iCraft B760M WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 Ti 16GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,PRIME PREMIUM 650W - 80+ Gold Certified Flat Cable Design - Full Modular - Japanese Capacitors - 10 Years Warranty Replacement,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,PRIME POLAR 360T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,None,PRIME H-[Y] V2.0 BLACK - MODERN AESTHETIC DUAL CHAMBER ATX CASE - TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
